ORD,Estado_ID,Estado,ddr_ID,ddr,Cader_ID,Cader,Municipio_ID,Municipio,EstadoMunicipio,Name,Region,INCLUDE,NOM
218,15,Mexico,78,Coatepec Harinas,2,Tenancingo,119,Zumpahuacan,"Zumpahuacan, Mexico",Zumpahuacan,Toluca,TRUE,"ZUMPAHUACAN, MEXICO"
219,15,Mexico,74,Zumpango,1,Zumpango,120,Zumpango,"Zumpango, Mexico",Zumpango,BOM,TRUE,"ZUMPANGO, MEXICO"
220,15,Mexico,74,Zumpango,3,Cuautitlan,121,Cuautitlan Izcalli,"Cuautitlan Izcalli, Mexico",Cuautitlan Izcalli,BOM,TRUE,
221,15,Mexico,75,Texcoco,4,Chalco,122,Valle de Chalco Solidaridad,"Valle de Chalco Solidaridad, Mexico",Valle de Chalco Solidaridad,BOM,TRUE,
223,15,Mexico,77,Atlacomulco,2,La Trinidad,124,San Jose del Rincon,"San Jose del Rincon, Mexico",San Jose del Rincon,Toluca,TRUE,
224,15,Mexico,74,Zumpango,1,Zumpango,125,Tonanitla,"Tonanitla, Mexico",Tonanitla,BOM,TRUE,
226,17,Morelos,94,Zacatepec-Galeana,4,Yautepec,2,Atlatlahucan,"Atlatlahucan, Morelos",Atlatlahucan,Northern Morelos,TRUE,"ATLATLAHUCAN, MORELOS"
228,17,Morelos,94,Zacatepec-Galeana,6,Cuautla,4,Ayala,"Ayala, Morelos",Ayala,Northern Morelos,TRUE,"AYALA, MORELOS"
229,17,Morelos,94,Zacatepec-Galeana,2,Alpuyeca,5,Coatlan del Rio,"Coatlan del Rio, Morelos",Coatlan del Rio,Northern Morelos,TRUE,"COATLAN DEL RIO, MORELOS"
230,17,Morelos,94,Zacatepec-Galeana,6,Cuautla,6,Cuautla,"Cuautla, Morelos",Cuautla,Northern Morelos,TRUE,"CUAUTLA, MORELOS"
231,17,Morelos,94,Zacatepec-Galeana,3,Cuernavaca,7,Cuernavaca,"Cuernavaca, Morelos",Cuernavaca,Northern Morelos,TRUE,"CUERNAVACA, MORELOS"
232,17,Morelos,94,Zacatepec-Galeana,2,Alpuyeca,8,Emiliano Zapata,"Emiliano Zapata, Morelos",Emiliano Zapata,Northern Morelos,TRUE,"EMILIANO ZAPATA, MORELOS"
233,17,Morelos,94,Zacatepec-Galeana,4,Yautepec,9,Huitzilac,"Huitzilac, Morelos",Huitzilac,Northern Morelos,TRUE,"HUITZILAC, MORELOS"
234,17,Morelos,94,Zacatepec-Galeana,6,Cuautla,10,Jantetelco,"Jantetelco, Morelos",Jantetelco,Northern Morelos,TRUE,"JANTETELCO, MORELOS"
235,17,Morelos,94,Zacatepec-Galeana,3,Cuernavaca,11,Jiutepec,"Jiutepec, Morelos",Jiutepec,Northern Morelos,TRUE,"JIUTEPEC, MORELOS"
237,17,Morelos,94,Zacatepec-Galeana,6,Cuautla,13,Jonacatepec,"Jonacatepec, Morelos",Jonacatepec,Northern Morelos,TRUE,"JONACATEPEC, MORELOS"
238,17,Morelos,94,Zacatepec-Galeana,2,Alpuyeca,14,Mazatepec,"Mazatepec, Morelos",Mazatepec,Northern Morelos,TRUE,"MAZATEPEC, MORELOS"
239,17,Morelos,94,Zacatepec-Galeana,2,Alpuyeca,15,Miacatlan,"Miacatlan, Morelos",Miacatlan,Northern Morelos,TRUE,"MIACATLAN, MORELOS"
240,17,Morelos,94,Zacatepec-Galeana,5,Tetela del Volcan/Yecapixtla,16,Ocuituco,"Ocuituco, Morelos",Ocuituco,Northern Morelos,TRUE,"OCUITUCO, MORELOS"
242,17,Morelos,94,Zacatepec-Galeana,2,Alpuyeca,18,Temixco,"Temixco, Morelos",Temixco,Northern Morelos,TRUE,"TEMIXCO, MORELOS"
244,17,Morelos,94,Zacatepec-Galeana,4,Yautepec,20,Tepoztlan,"Tepoztlan, Morelos",Tepoztlan,Northern Morelos,TRUE,"TEPOZTLAN, MORELOS"
245,17,Morelos,94,Zacatepec-Galeana,2,Alpuyeca,21,Tetecala,"Tetecala, Morelos",Tetecala,Northern Morelos,TRUE,"TETECALA, MORELOS"
246,17,Morelos,94,Zacatepec-Galeana,5,Tetela del Volcan/Yecapixtla,22,Tetela del Volcan,"Tetela del Volcan, Morelos",Tetela del Volcan,Northern Morelos,TRUE,"TETELA DEL VOLCAN, MORELOS"
247,17,Morelos,94,Zacatepec-Galeana,4,Yautepec,23,Tlalnepantla,"Tlalnepantla, Morelos",Tlalnepantla,Northern Morelos,TRUE,"TLALNEPANTLA, MORELOS"
248,17,Morelos,94,Zacatepec-Galeana,1,Galeana,24,Tlaltizapan de Zapata,"Tlaltizapan de Zapata, Morelos",Tlaltizapan,Northern Morelos,TRUE,"TLALTIZAPAN, MORELOS"
250,17,Morelos,94,Zacatepec-Galeana,4,Yautepec,26,Tlayacapan,"Tlayacapan, Morelos",Tlayacapan,Northern Morelos,TRUE,"TLAYACAPAN, MORELOS"
251,17,Morelos,94,Zacatepec-Galeana,4,Yautepec,27,Totolapan,"Totolapan, Morelos",Totolapan,Northern Morelos,TRUE,"TOTOLAPAN, MORELOS"
252,17,Morelos,94,Zacatepec-Galeana,2,Alpuyeca,28,Xochitepec,"Xochitepec, Morelos",Xochitepec,Northern Morelos,TRUE,"XOCHITEPEC, MORELOS"
253,17,Morelos,94,Zacatepec-Galeana,4,Yautepec,29,Yautepec,"Yautepec, Morelos",Yautepec,Northern Morelos,TRUE,"YAUTEPEC, MORELOS"
254,17,Morelos,94,Zacatepec-Galeana,5,Tetela del Volcan/Yecapixtla,30,Yecapixtla,"Yecapixtla, Morelos",Yecapixtla,Northern Morelos,TRUE,"YECAPIXTLA, MORELOS"
256,17,Morelos,94,Zacatepec-Galeana,5,Tetela del Volcan/Yecapixtla,32,Zacualpan,"Zacualpan, Morelos",Zacualpan de Amilpas,Northern Morelos,TRUE,"ZACUALPAN DE AMILPAS, MORELOS"
257,17,Morelos,94,Zacatepec-Galeana,5,Tetela del Volcan/Yecapixtla,33,Temoac,"Temoac, Morelos",Temoac,Northern Morelos,TRUE,
258,17,Morelos,94,Zacatepec-Galeana,2,Alpuyeca,34,Coatetelco,"Coatetelco, Morelos",,Northern Morelos,TRUE,
260,21,Puebla,115,Cholula,2,Tepeaca,1,Acajete,"Acajete, Puebla",Acajete,Cholula,TRUE,"ACAJETE, PUEBLA"
263,21,Puebla,117,Tecamachalco,3,QUECHOLAC,4,Acatzingo,"Acatzingo, Puebla",Acatzingo,Tecamachalco,TRUE,"ACATZINGO, PUEBLA"
264,21,Puebla,116,Izucar de Matamoros,5,Tepexco,5,Acteopan,"Acteopan, Puebla",Acteopan,Izucar de Matamoros,TRUE,"ACTEOPAN, PUEBLA"
274,21,Puebla,115,Cholula,2,Tepeaca,15,Amozoc,"Amozoc, Puebla",Amozoc,Cholula,TRUE,"AMOZOC, PUEBLA"
278,21,Puebla,115,Cholula,1,Atlixco,19,Atlixco,"Atlixco, Puebla",Atlixco,Cholula,TRUE,"ATLIXCO, PUEBLA"
279,21,Puebla,117,Tecamachalco,1,Tecamachalco,20,Atoyatempan,"Atoyatempan, Puebla",Atoyatempan,Tecamachalco,TRUE,"ATOYATEMPAN, PUEBLA"
281,21,Puebla,116,Izucar de Matamoros,5,Tepexco,22,Atzitzihuacan,"Atzitzihuacan, Puebla",Atzitzihuacan,Izucar de Matamoros,TRUE,"ATZITZIHUACAN, PUEBLA"
285,21,Puebla,115,Cholula,3,Texmelucan,26,Calpan,"Calpan, Puebla",Calpan,Cholula,TRUE,"CALPAN, PUEBLA"
292,21,Puebla,116,Izucar de Matamoros,5,Tepexco,33,Cohuecan,"Cohuecan, Puebla",Cohuecan,Izucar de Matamoros,TRUE,"COHUECAN, PUEBLA"
293,21,Puebla,115,Cholula,3,Texmelucan,34,Coronango,"Coronango, Puebla",Coronango,Cholula,TRUE,"CORONANGO, PUEBLA"
297,21,Puebla,117,Tecamachalco,3,Quecholac,38,Cuapiaxtla de Madero,"Cuapiaxtla de Madero, Puebla",Cuapiaxtla de Madero,Tecamachalco,TRUE,"CUAPIAXTLA DE MADERO, PUEBLA"
299,21,Puebla,115,Cholula,2,Tepeaca,40,Cuautinchan,"Cuautinchan, Puebla",Cuautinchan,Cholula,TRUE,"CUAUTINCHAN, PUEBLA"
300,21,Puebla,115,Cholula,3,Texmelucan,41,Cuautlancingo,"Cuautlancingo, Puebla",Cuautlancingo,Cholula,TRUE,"CUAUTLANCINGO, PUEBLA"
307,21,Puebla,115,Cholula,3,Texmelucan,48,Chiautzingo,"Chiautzingo, Puebla",Chiautzingo,Cholula,TRUE,"CHIAUTZINGO, PUEBLA"
311,21,Puebla,117,Tecamachalco,2,Tepexi de Rodriguez,52,Chigmecatitlan,"Chigmecatitlan, Puebla",Chigmecatitlan,Tecamachalco,TRUE,"CHIGMECATITLAN, PUEBLA"
319,21,Puebla,115,Cholula,3,Texmelucan,60,Domingo Arenas,"Domingo Arenas, Puebla",Domingo Arenas,Cholula,TRUE,"DOMINGO ARENAS, PUEBLA"
321,21,Puebla,116,Izucar de Matamoros,1,Izucar de Matamoros,62,Epatlan,"Epatlan, Puebla",Epatlan,Izucar de Matamoros,TRUE,"EPATLAN, PUEBLA"
324,21,Puebla,117,Tecamachalco,3,QUECHOLAC,65,General Felipe angeles,"General Felipe angeles, Puebla",General Felipe angeles,Tecamachalco,TRUE,"GENERAL FELIPE ANGELES, PUEBLA"
328,21,Puebla,115,Cholula,1,Atlixco,69,Huaquechula,"Huaquechula, Puebla",Huaquechula,Cholula,TRUE,"HUAQUECHULA, PUEBLA"
329,21,Puebla,117,Tecamachalco,2,Tepexi de Rodriguez,70,Huatlatlauca,"Huatlatlauca, Puebla",Huatlatlauca,Tecamachalco,TRUE,"HUATLATLAUCA, PUEBLA"
333,21,Puebla,115,Cholula,3,Texmelucan,74,Huejotzingo,"Huejotzingo, Puebla",Huejotzingo,Cholula,TRUE,"HUEJOTZINGO, PUEBLA"
338,21,Puebla,117,Tecamachalco,1,Tecamachalco,79,Huitziltepec,"Huitziltepec, Puebla",Huitziltepec,Tecamachalco,TRUE,"HUITZILTEPEC, PUEBLA"
349,21,Puebla,115,Cholula,3,Texmelucan,90,Juan C. Bonilla,"Juan C. Bonilla, Puebla",Juan C. Bonilla,Cholula,TRUE,"JUAN C. BONILLA, PUEBLA"
354,21,Puebla,117,Tecamachalco,2,Tepexi de Rodriguez,95,La Magdalena Tlatlauquitepec,"La Magdalena Tlatlauquitepec, Puebla",La Magdalena Tlatlauquitepec,Tecamachalco,TRUE,"LA MAGDALENA TLATLAUQUITEPEC, PUEBLA"
355,21,Puebla,114,Libres,3,Ciudad Serdan,96,Mazapiltepec de Juarez,"Mazapiltepec de Juarez, Puebla",Mazapiltepec de Juarez,Libres,TRUE,"MAZAPILTEPEC DE JUAREZ, PUEBLA"
356,21,Puebla,117,Tecamachalco,3,QUECHOLAC,97,Mixtla,"Mixtla, Puebla",Mixtla,Tecamachalco,TRUE,"MIXTLA, PUEBLA"
357,21,Puebla,117,Tecamachalco,2,Tepexi de Rodriguez,98,Molcaxac,"Molcaxac, Puebla",Molcaxac,Tecamachalco,TRUE,"MOLCAXAC, PUEBLA"
361,21,Puebla,115,Cholula,3,Texmelucan,102,Nealtican,"Nealtican, Puebla",Nealtican,Cholula,TRUE,"NEALTICAN, PUEBLA"
363,21,Puebla,114,Libres,1,Libres,104,Nopalucan,"Nopalucan, Puebla",Nopalucan,Libres,TRUE,"NOPALUCAN, PUEBLA"
365,21,Puebla,115,Cholula,1,Atlixco,106,Ocoyucan,"Ocoyucan, Puebla",Ocoyucan,Cholula,TRUE,"OCOYUCAN, PUEBLA"
373,21,Puebla,115,Cholula,2,Tepeaca,114,Puebla,"Puebla, Puebla",Puebla,Cholula,TRUE,"PUEBLA, PUEBLA"
374,21,Puebla,117,Tecamachalco,3,Quecholac,115,Quecholac,"Quecholac, Puebla",Quecholac,Tecamachalco,TRUE,"QUECHOLAC, PUEBLA"
376,21,Puebla,114,Libres,1,Libres,117,Rafael Lara Grajales,"Rafael Lara Grajales, Puebla",Rafael Lara Grajales,Libres,TRUE,"RAFAEL LARA GRAJALES, PUEBLA"
377,21,Puebla,117,Tecamachalco,3,Quecholac,118,Los Reyes de Juarez,"Los Reyes de Juarez, Puebla",Los Reyes de Juarez,Tecamachalco,TRUE,"LOS REYES DE JUAREZ, PUEBLA"
378,21,Puebla,115,Cholula,3,Texmelucan,119,San Andres Cholula,"San Andres Cholula, Puebla",San Andres Cholula,Cholula,TRUE,"SAN ANDRES CHOLULA, PUEBLA"
380,21,Puebla,116,Izucar de Matamoros,1,Izucar de Matamoros,121,San Diego La Mesa Tochimiltzingo,"San Diego La Mesa Tochimiltzingo, Puebla",San Diego La Mesa Tochimiltzingo,Izucar de Matamoros,TRUE,"SAN DIEGO LA MESA TOCHIMILTZINGO, PUEBLA"
381,21,Puebla,115,Cholula,3,Texmelucan,122,San Felipe Teotlalcingo,"San Felipe Teotlalcingo, Puebla",San Felipe Teotlalcingo,Cholula,TRUE,"SAN FELIPE TEOTLALCINGO, PUEBLA"
384,21,Puebla,115,Cholula,1,Atlixco,125,San Gregorio Atzompa,"San Gregorio Atzompa, Puebla",San Gregorio Atzompa,Cholula,TRUE,"SAN GREGORIO ATZOMPA, PUEBLA"
385,21,Puebla,115,Cholula,3,Texmelucan,126,San Jeronimo Tecuanipan,"San Jeronimo Tecuanipan, Puebla",San Jeronimo Tecuanipan,Cholula,TRUE,"SAN JERONIMO TECUANIPAN, PUEBLA"
387,21,Puebla,114,Libres,1,Libres,128,San Jose Chiapa,"San Jose Chiapa, Puebla",San Jose Chiapa,Libres,TRUE,"SAN JOSE CHIAPA, PUEBLA"
390,21,Puebla,117,Tecamachalco,2,Tepexi de Rodriguez,131,San Juan Atzompa,"San Juan Atzompa, Puebla",San Juan Atzompa,Tecamachalco,TRUE,"SAN JUAN ATZOMPA, PUEBLA"
391,21,Puebla,115,Cholula,3,Texmelucan,132,San Martin Texmelucan,"San Martin Texmelucan, Puebla",San Martin Texmelucan,Cholula,TRUE,"SAN MARTIN TEXMELUCAN, PUEBLA"
392,21,Puebla,116,Izucar de Matamoros,1,Izucar de Matamoros,133,San Martin Totoltepec,"San Martin Totoltepec, Puebla",San Martin Totoltepec,Izucar de Matamoros,TRUE,"SAN MARTIN TOTOLTEPEC, PUEBLA"
393,21,Puebla,115,Cholula,3,Texmelucan,134,San Matias Tlalancaleca,"San Matias Tlalancaleca, Puebla",San Matias Tlalancaleca,Cholula,TRUE,"SAN MATIAS TLALANCALECA, PUEBLA"
395,21,Puebla,115,Cholula,3,Texmelucan,136,San Miguel Xoxtla,"San Miguel Xoxtla, Puebla",San Miguel Xoxtla,Cholula,TRUE,"SAN MIGUEL XOXTLA, PUEBLA"
397,21,Puebla,115,Cholula,3,Texmelucan,138,San Nicolas de Los Ranchos,"San Nicolas de Los Ranchos, Puebla",San Nicolas de los Ranchos,Cholula,TRUE,"SAN NICOLAS DE LOS RANCHOS, PUEBLA"
399,21,Puebla,115,Cholula,3,Texmelucan,140,San Pedro Cholula,"San Pedro Cholula, Puebla",San Pedro Cholula,Cholula,TRUE,"SAN PEDRO CHOLULA, PUEBLA"
402,21,Puebla,115,Cholula,3,Texmelucan,143,San Salvador El Verde,"San Salvador El Verde, Puebla",San Salvador el Verde,Cholula,TRUE,"SAN SALVADOR EL VERDE, PUEBLA"
403,21,Puebla,117,Tecamachalco,3,QUECHOLAC,144,San Salvador Huixcolotla,"San Salvador Huixcolotla, Puebla",San Salvador Huixcolotla,Tecamachalco,TRUE,"SAN SALVADOR HUIXCOLOTLA, PUEBLA"
405,21,Puebla,117,Tecamachalco,2,Tepexi de Rodriguez,146,Santa Catarina Tlaltempan,"Santa Catarina Tlaltempan, Puebla",Santa Catarina Tlaltempan,Tecamachalco,TRUE,"SANTA CATARINA TLALTEMPAN, PUEBLA"
407,21,Puebla,115,Cholula,1,Atlixco,148,Santa Isabel Cholula,"Santa Isabel Cholula, Puebla",Santa Isabel Cholula,Cholula,TRUE,"SANTA ISABEL CHOLULA, PUEBLA"
409,21,Puebla,116,Izucar de Matamoros,1,Izucar de Matamoros,150,Huehuetlan El Grande,"Huehuetlan El Grande, Puebla",Huehuetlan el Grande,Izucar de Matamoros,TRUE,"HUEHUETLAN EL GRANDE, PUEBLA"
410,21,Puebla,117,Tecamachalco,3,QUECHOLAC,151,Santo Tomas Hueyotlipan,"Santo Tomas Hueyotlipan, Puebla",Santo Tomas Hueyotlipan,Tecamachalco,TRUE,"SANTO TOMAS HUEYOTLIPAN, PUEBLA"
411,21,Puebla,114,Libres,3,Ciudad Serdan,152,Soltepec,"Soltepec, Puebla",Soltepec,Libres,TRUE,"SOLTEPEC, PUEBLA"
412,21,Puebla,115,Cholula,2,Tepeaca,153,Tecali de Herrera,"Tecali de Herrera, Puebla",Tecali de Herrera,Cholula,TRUE,"TECALI DE HERRERA, PUEBLA"
413,21,Puebla,117,Tecamachalco,1,Tecamachalco,154,Tecamachalco,"Tecamachalco, Puebla",Tecamachalco,Tecamachalco,TRUE,"TECAMACHALCO, PUEBLA"
418,21,Puebla,116,Izucar de Matamoros,1,Izucar de Matamoros,159,Teopantlan,"Teopantlan, Puebla",Teopantlan,Izucar de Matamoros,TRUE,"TEOPANTLAN, PUEBLA"
422,21,Puebla,115,Cholula,2,Tepeaca,163,Tepatlaxco de Hidalgo,"Tepatlaxco de Hidalgo, Puebla",Tepatlaxco de Hidalgo,Cholula,TRUE,"TEPATLAXCO DE HIDALGO, PUEBLA"
423,21,Puebla,115,Cholula,2,Tepeaca,164,Tepeaca,"Tepeaca, Puebla",Tepeaca,Cholula,TRUE,"TEPEACA, PUEBLA"
424,21,Puebla,116,Izucar de Matamoros,5,Tepexco,165,Tepemaxalco,"Tepemaxalco, Puebla",Tepemaxalco,Izucar de Matamoros,TRUE,"TEPEMAXALCO, PUEBLA"
425,21,Puebla,116,Izucar de Matamoros,1,Izucar de Matamoros,166,Tepeojuma,"Tepeojuma, Puebla",Tepeojuma,Izucar de Matamoros,TRUE,"TEPEOJUMA, PUEBLA"
427,21,Puebla,116,Izucar de Matamoros,5,Tepexco,168,Tepexco,"Tepexco, Puebla",Tepexco,Izucar de Matamoros,TRUE,"TEPEXCO, PUEBLA"
430,21,Puebla,117,Tecamachalco,1,Tecamachalco,171,Tepeyahualco de Cuauhtemoc,"Tepeyahualco de Cuauhtemoc, Puebla",Tepeyahualco de Cuauhtemoc,Tecamachalco,TRUE,"TEPEYAHUALCO DE CUAUHTEMOC, PUEBLA"
434,21,Puebla,115,Cholula,1,Atlixco,175,Tianguismanalco,"Tianguismanalco, Puebla",Tianguismanalco,Cholula,TRUE,"TIANGUISMANALCO, PUEBLA"
435,21,Puebla,116,Izucar de Matamoros,5,Tepexco,176,Tilapa,"Tilapa, Puebla",Tilapa,Izucar de Matamoros,TRUE,"TILAPA, PUEBLA"
439,21,Puebla,115,Cholula,3,Texmelucan,180,Tlahuapan,"Tlahuapan, Puebla",Tlahuapan,Cholula,TRUE,"TLAHUAPAN, PUEBLA"
440,21,Puebla,115,Cholula,3,Texmelucan,181,Tlaltenango,"Tlaltenango, Puebla",Tlaltenango,Cholula,TRUE,"TLALTENANGO, PUEBLA"
441,21,Puebla,117,Tecamachalco,1,Tecamachalco,182,Tlanepantla,"Tlanepantla, Puebla",Tlanepantla,Tecamachalco,TRUE,"TLANEPANTLA, PUEBLA"
444,21,Puebla,116,Izucar de Matamoros,5,Tepexco,185,Tlapanala,"Tlapanala, Puebla",Tlapanala,Izucar de Matamoros,TRUE,"TLAPANALA, PUEBLA"
447,21,Puebla,115,Cholula,1,Atlixco,188,Tochimilco,"Tochimilco, Puebla",Tochimilco,Cholula,TRUE,"TOCHIMILCO, PUEBLA"
448,21,Puebla,117,Tecamachalco,1,Tecamachalco,189,Tochtepec,"Tochtepec, Puebla",Tochtepec,Tecamachalco,TRUE,"TOCHTEPEC, PUEBLA"
452,21,Puebla,115,Cholula,2,Tepeaca,193,Tzicatlacoyan,"Tzicatlacoyan, Puebla",Tzicatlacoyan,Cholula,TRUE,"TZICATLACOYAN, PUEBLA"
460,21,Puebla,116,Izucar de Matamoros,1,Izucar de Matamoros,201,Xochiltepec,"Xochiltepec, Puebla",Xochiltepec,Izucar de Matamoros,TRUE,"XOCHILTEPEC, PUEBLA"
462,21,Puebla,117,Tecamachalco,1,Tecamachalco,203,Xochitlan Todos Santos,"Xochitlan Todos Santos, Puebla",Xochitlan Todos Santos,Tecamachalco,TRUE,"XOCHITLAN TODOS SANTOS, PUEBLA"
464,21,Puebla,117,Tecamachalco,1,Tecamachalco,205,Yehualtepec,"Yehualtepec, Puebla",Yehualtepec,Tecamachalco,TRUE,"YEHUALTEPEC, PUEBLA"
477,29,Tlaxcala,164,Tlaxcala,1,Aguanaja,1,Amaxac de Guerrero,"Amaxac de Guerrero, Tlaxcala",Amaxac de Guerrero,Tlaxcala,TRUE,"AMAXAC DE GUERRERO, TLAXCALA"
478,29,Tlaxcala,164,Tlaxcala,1,Aguanaja,2,Apetatitlan de Antonio Carvajal,"Apetatitlan de Antonio Carvajal, Tlaxcala",Apetatitlan de Antonio Carvajal,Tlaxcala,TRUE,"APETATITLAN DE ANTONIO CARVAJAL, TLAXCALA"
479,29,Tlaxcala,165,Calpulalpan,4,Tlaxco,3,Atlangatepec,"Atlangatepec, Tlaxcala",Atlangatepec,Calpulalpan,TRUE,"ATLANGATEPEC, TLAXCALA"
480,29,Tlaxcala,166,Huamantla,2,Cuapiaxtla,4,Atltzayanca,"Atltzayanca, Tlaxcala",Altzayanca,Huamantla,TRUE,"ATLTZAYANCA, TLAXCALA"
481,29,Tlaxcala,165,Calpulalpan,3,Apizaco,5,Apizaco,"Apizaco, Tlaxcala",Apizaco,Calpulalpan,TRUE,"APIZACO, TLAXCALA"
482,29,Tlaxcala,165,Calpulalpan,1,Calpulalpan,6,Calpulalpan,"Calpulalpan, Tlaxcala",Calpulalpan,Calpulalpan,TRUE,"CALPULALPAN, TLAXCALA"
483,29,Tlaxcala,166,Huamantla,2,Cuapiaxtla,7,El Carmen Tequexquitla,"El Carmen Tequexquitla, Tlaxcala",El Carmen Tequexquitla,Huamantla,TRUE,"EL CARMEN TEQUEXQUITLA, TLAXCALA"
484,29,Tlaxcala,166,Huamantla,2,Cuapiaxtla,8,Cuapiaxtla,"Cuapiaxtla, Tlaxcala",Cuapiaxtla,Huamantla,TRUE,"CUAPIAXTLA, TLAXCALA"
485,29,Tlaxcala,164,Tlaxcala,1,Aguanaja,9,Cuaxomulco,"Cuaxomulco, Tlaxcala",Cuaxomulco,Tlaxcala,TRUE,"CUAXOMULCO, TLAXCALA"
486,29,Tlaxcala,164,Tlaxcala,1,Aguanaja,10,Chiautempan,"Chiautempan, Tlaxcala",Chiautempan,Tlaxcala,TRUE,"CHIAUTEMPAN, TLAXCALA"
487,29,Tlaxcala,165,Calpulalpan,3,Apizaco,11,Munoz de Domingo Arenas,"Munoz de Domingo Arenas, Tlaxcala",Muñoz de Domingo Arenas,Calpulalpan,TRUE,"MUNOZ DE DOMINGO ARENAS, TLAXCALA"
488,29,Tlaxcala,165,Calpulalpan,2,Hueyotlipan,12,Espanita,"Espanita, Tlaxcala",Españita,Calpulalpan,TRUE,"ESPANITA, TLAXCALA"
489,29,Tlaxcala,166,Huamantla,1,Huamantla,13,Huamantla,"Huamantla, Tlaxcala",Huamantla,Huamantla,TRUE,"HUAMANTLA, TLAXCALA"
490,29,Tlaxcala,165,Calpulalpan,2,Hueyotlipan,14,Hueyotlipan,"Hueyotlipan, Tlaxcala",Hueyotlipan,Calpulalpan,TRUE,"HUEYOTLIPAN, TLAXCALA"
491,29,Tlaxcala,164,Tlaxcala,3,Nativitas/Ixtacuixtla,15,Ixtacuixtla de Mariano Matamoros,"Ixtacuixtla de Mariano Matamoros, Tlaxcala",Ixtacuixtla de Mariano Matamoros,Tlaxcala,TRUE,"IXTACUIXTLA DE MARIANO MATAMOROS, TLAXCALA"
492,29,Tlaxcala,166,Huamantla,1,Huamantla,16,Ixtenco,"Ixtenco, Tlaxcala",Ixtenco,Huamantla,TRUE,"IXTENCO, TLAXCALA"
493,29,Tlaxcala,164,Tlaxcala,2,Zacatelco,17,Mazatecochco de Jose Maria Morelos,"Mazatecochco de Jose Maria Morelos, Tlaxcala",Mazatecochco de Jose Maria Morelos,Tlaxcala,TRUE,"MAZATECOCHCO DE JOSE MARIA MORELOS, TLAXCALA"
494,29,Tlaxcala,164,Tlaxcala,1,Aguanaja,18,Contla de Juan Cuamatzi,"Contla de Juan Cuamatzi, Tlaxcala",Contla de Juan Cuamatzi,Tlaxcala,TRUE,"CONTLA DE JUAN CUAMATZI, TLAXCALA"
495,29,Tlaxcala,164,Tlaxcala,3,Nativitas/Ixtacuixtla,19,Tepetitla de Lardizabal,"Tepetitla de Lardizabal, Tlaxcala",Tepetitla de Lardizabal,Tlaxcala,TRUE,"TEPETITLA DE LARDIZABAL, TLAXCALA"
