ORD,Estado_ID,Estado,ddr_ID,ddr,Cader_ID,Cader,Municipio_ID,Municipio,EstadoMunicipio,Name,Region,INCLUDE,NOM
496,29,Tlaxcala,165,Calpulalpan,1,Calpulalpan,20,Sanctorum de Lazaro Cardenas,"Sanctorum de Lazaro Cardenas, Tlaxcala",Sanctorum de Lazaro Cardenas,Calpulalpan,TRUE,"SANCTORUM DE LAZARO CARDENAS, TLAXCALA"
497,29,Tlaxcala,165,Calpulalpan,1,Calpulalpan,21,Nanacamilpa de Mariano Arista,"Nanacamilpa de Mariano Arista, Tlaxcala",Nanacamilpa de Mariano Arista,Calpulalpan,TRUE,"NANACAMILPA DE MARIANO ARISTA, TLAXCALA"
498,29,Tlaxcala,164,Tlaxcala,2,Zacatelco,22,Acuamanala de Miguel Hidalgo,"Acuamanala de Miguel Hidalgo, Tlaxcala",Acuamanala de Miguel Hidalgo,Tlaxcala,TRUE,"ACUAMANALA DE MIGUEL HIDALGO, TLAXCALA"
499,29,Tlaxcala,164,Tlaxcala,3,Nativitas/Ixtacuixtla,23,Nativitas,"Nativitas, Tlaxcala",Nativitas,Tlaxcala,TRUE,"NATIVITAS, TLAXCALA"
500,29,Tlaxcala,164,Tlaxcala,3,Nativitas/Ixtacuixtla,24,Panotla,"Panotla, Tlaxcala",Panotla,Tlaxcala,TRUE,"PANOTLA, TLAXCALA"
501,29,Tlaxcala,164,Tlaxcala,2,Zacatelco,25,San Pablo del Monte,"San Pablo del Monte, Tlaxcala",San Pablo del Monte,Tlaxcala,TRUE,"SAN PABLO DEL MONTE, TLAXCALA"
502,29,Tlaxcala,164,Tlaxcala,1,Aguanaja,26,Santa Cruz Tlaxcala,"Santa Cruz Tlaxcala, Tlaxcala",Santa Cruz Tlaxcala,Tlaxcala,TRUE,"SANTA CRUZ TLAXCALA, TLAXCALA"
503,29,Tlaxcala,164,Tlaxcala,2,Zacatelco,27,Tenancingo,"Tenancingo, Tlaxcala",Tenancingo,Tlaxcala,TRUE,"TOCATLAN, TLAXCALA"
504,29,Tlaxcala,164,Tlaxcala,1,Aguanaja,28,Teolocholco,"Teolocholco, Tlaxcala",Teolocholco,Tlaxcala,TRUE,"TENANCINGO, TLAXCALA"
505,29,Tlaxcala,164,Tlaxcala,2,Zacatelco,29,Tepeyanco,"Tepeyanco, Tlaxcala",Tepeyanco,Tlaxcala,TRUE,"TEOLOCHOLCO, TLAXCALA"
506,29,Tlaxcala,166,Huamantla,3,Teometitlan/Velazco,30,Terrenate,"Terrenate, Tlaxcala",Terrenate,Huamantla,TRUE,"TEPEYANCO, TLAXCALA"
507,29,Tlaxcala,165,Calpulalpan,3,Apizaco,31,Tetla de La Solidaridad,"Tetla de La Solidaridad, Tlaxcala",Tetla de la Solidaridad,Calpulalpan,TRUE,"TERRENATE, TLAXCALA"
508,29,Tlaxcala,164,Tlaxcala,3,Nativitas/Ixtacuixtla,32,Tetlatlahuca,"Tetlatlahuca, Tlaxcala",Tetlatlahuca,Tlaxcala,TRUE,"TETLA DE LA SOLIDARIDAD, TLAXCALA"
509,29,Tlaxcala,164,Tlaxcala,3,Nativitas/Ixtacuixtla,33,Tlaxcala,"Tlaxcala, Tlaxcala",Tlaxcala,Tlaxcala,TRUE,"TETLATLAHUCA, TLAXCALA"
510,29,Tlaxcala,165,Calpulalpan,4,Tlaxco,34,Tlaxco,"Tlaxco, Tlaxcala",Tlaxco,Calpulalpan,TRUE,"TLAXCALA, TLAXCALA"
511,29,Tlaxcala,166,Huamantla,3,Teometitlan/Velazco,35,Tocatlan,"Tocatlan, Tlaxcala",Tocatlan,Huamantla,TRUE,"TLAXCO, TLAXCALA"
512,29,Tlaxcala,164,Tlaxcala,3,Nativitas/Ixtacuixtla,36,Totolac,"Totolac, Tlaxcala",Totolac,Tlaxcala,TRUE,"TOTOLAC, TLAXCALA"
513,29,Tlaxcala,166,Huamantla,1,Huamantla,37,Ziltlaltepec de Trinidad Sanchez Santos,"Ziltlaltepec de Trinidad Sanchez Santos, Tlaxcala",Zitlaltepec de Trinidad Sanchez Santos,Huamantla,TRUE,"ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS, TLAXCALA"
514,29,Tlaxcala,166,Huamantla,3,Teometitlan/Velazco,38,Tzompantepec,"Tzompantepec, Tlaxcala",Tzompantepec,Huamantla,TRUE,"TZOMPANTEPEC, TLAXCALA"
515,29,Tlaxcala,166,Huamantla,3,Teometitlan/Velazco,39,Xaloztoc,"Xaloztoc, Tlaxcala",Xaloztoc,Huamantla,TRUE,"XALOZTOC, TLAXCALA"
516,29,Tlaxcala,164,Tlaxcala,1,Aguanaja,40,Xaltocan,"Xaltocan, Tlaxcala",Xaltocan,Tlaxcala,TRUE,"XALTOCAN, TLAXCALA"
517,29,Tlaxcala,164,Tlaxcala,2,Zacatelco,41,Papalotla de Xicohtencatl,"Papalotla de Xicohtencatl, Tlaxcala",Papalotla de Xicohtencatl,Tlaxcala,TRUE,"PAPALOTLA DE XICOHTENCATL, TLAXCALA"
518,29,Tlaxcala,164,Tlaxcala,2,Zacatelco,42,Xicohtzinco,"Xicohtzinco, Tlaxcala",Xicohtzinco,Tlaxcala,TRUE,"XICOHTZINCO, TLAXCALA"
519,29,Tlaxcala,164,Tlaxcala,1,Aguanaja,43,Yauhquemehcan,"Yauhquemehcan, Tlaxcala",Yauhquemecan,Tlaxcala,TRUE,"YAUHQUEMEHCAN, TLAXCALA"
520,29,Tlaxcala,164,Tlaxcala,2,Zacatelco,44,Zacatelco,"Zacatelco, Tlaxcala",Zacatelco,Tlaxcala,TRUE,"ZACATELCO, TLAXCALA"
521,29,Tlaxcala,165,Calpulalpan,1,Calpulalpan,45,Benito Juarez,"Benito Juarez, Tlaxcala",Benito Juarez,Calpulalpan,TRUE,
522,29,Tlaxcala,166,Huamantla,3,Teometitlan/Velazco,46,Emiliano Zapata,"Emiliano Zapata, Tlaxcala",Emiliano Zapata,Huamantla,TRUE,
523,29,Tlaxcala,166,Huamantla,3,Teometitlan/Velazco,47,Lazaro Cardenas,"Lazaro Cardenas, Tlaxcala",Lazaro Cardenas,Huamantla,TRUE,
524,29,Tlaxcala,164,Tlaxcala,1,Aguanaja,48,La Magdalena Tlaltelulco,"La Magdalena Tlaltelulco, Tlaxcala",La Magdalena Tlaltelulco,Tlaxcala,TRUE,
525,29,Tlaxcala,164,Tlaxcala,3,Nativitas/Ixtacuixtla,49,San Damian Texoloc,"San Damian Texoloc, Tlaxcala",San Damian Texoloc,Tlaxcala,TRUE,
526,29,Tlaxcala,164,Tlaxcala,1,Aguanaja,50,San Francisco Tetlanohcan,"San Francisco Tetlanohcan, Tlaxcala",San Francisco Tetlanohcan,Tlaxcala,TRUE,
527,29,Tlaxcala,164,Tlaxcala,3,Nativitas/Ixtacuixtla,51,San Jeronimo Zacualpan,"San Jeronimo Zacualpan, Tlaxcala",San Jeronimo Zacualpan,Tlaxcala,TRUE,
528,29,Tlaxcala,166,Huamantla,3,Teometitlan/Velazco,52,San Jose Teacalco,"San Jose Teacalco, Tlaxcala",San Jose Teacalco,Huamantla,TRUE,
529,29,Tlaxcala,164,Tlaxcala,2,Zacatelco,53,San Juan Huactzinco,"San Juan Huactzinco, Tlaxcala",San Juan Huactzinco,Tlaxcala,TRUE,
530,29,Tlaxcala,164,Tlaxcala,2,Zacatelco,54,San Lorenzo Axocomanitla,"San Lorenzo Axocomanitla, Tlaxcala",San Lorenzo Axocomanitla,Tlaxcala,TRUE,
531,29,Tlaxcala,164,Tlaxcala,1,Aguanaja,55,San Lucas Tecopilco,"San Lucas Tecopilco, Tlaxcala",San Lucas Tecopilco,Tlaxcala,TRUE,
532,29,Tlaxcala,164,Tlaxcala,3,Nativitas/Ixtacuixtla,56,Santa Ana Nopalucan,"Santa Ana Nopalucan, Tlaxcala",Santa Ana Nopalucan,Tlaxcala,TRUE,
533,29,Tlaxcala,164,Tlaxcala,3,Nativitas/Ixtacuixtla,57,Santa Apolonia Teacalco,"Santa Apolonia Teacalco, Tlaxcala",Santa Apolonia Teacalco,Tlaxcala,TRUE,
534,29,Tlaxcala,164,Tlaxcala,2,Zacatelco,58,Santa Catarina Ayometla,"Santa Catarina Ayometla, Tlaxcala",Santa Catarina Ayometla,Tlaxcala,TRUE,
535,29,Tlaxcala,164,Tlaxcala,2,Zacatelco,59,Santa Cruz Quilehtla,"Santa Cruz Quilehtla, Tlaxcala",Santa Cruz Quilehtla,Tlaxcala,TRUE,
536,29,Tlaxcala,164,Tlaxcala,2,Zacatelco,60,Santa Isabel Xiloxoxtla,"Santa Isabel Xiloxoxtla, Tlaxcala",Santa Isabel Xiloxoxtla,Tlaxcala,TRUE,
17,13,Hidalgo,61,Tulancingo,1,Tulancingo,1,Acatlan,"Acatlan, Hidalgo",Acatlan,,FALSE,"ACATLAN, HIDALGO"
18,13,Hidalgo,61,Tulancingo,1,Tulancingo,2,Acaxochitlan,"Acaxochitlan, Hidalgo",Acaxochitlan,,FALSE,"ACAXOCHITLAN, HIDALGO"
19,13,Hidalgo,63,Mixquiahuala,4,Actopan,3,Actopan,"Actopan, Hidalgo",Actopan,,FALSE,"ACTOPAN, HIDALGO"
20,13,Hidalgo,61,Tulancingo,2,San Bartolo Tutotepec,4,Agua Blanca de Iturbide,"Agua Blanca de Iturbide, Hidalgo",Agua Blanca de Iturbide,,FALSE,"AGUA BLANCA DE ITURBIDE, HIDALGO"
22,13,Hidalgo,63,Mixquiahuala,1,Alfajayucan,6,Alfajayucan,"Alfajayucan, Hidalgo",Alfajayucan,,FALSE,"ALFAJAYUCAN, HIDALGO"
25,13,Hidalgo,63,Mixquiahuala,4,Actopan,9,El Arenal,"El Arenal, Hidalgo",El Arenal,,FALSE,"EL ARENAL, HIDALGO"
27,13,Hidalgo,59,Huejutla,2,Atlapexco,11,Atlapexco,"Atlapexco, Hidalgo",Atlapexco,,FALSE,"ATLAPEXCO, HIDALGO"
28,13,Hidalgo,62,Pachuca,2,Atotonilco,12,Atotonilco El Grande,"Atotonilco El Grande, Hidalgo",Atotonilco el Grande,,FALSE,"ATOTONILCO EL GRANDE, HIDALGO"
30,13,Hidalgo,60,Zacualtipan,3,Tlanchinol,14,Calnali,"Calnali, Hidalgo",Calnali,,FALSE,"CALNALI, HIDALGO"
31,13,Hidalgo,63,Mixquiahuala,2,Ixmiquilpan,15,Cardonal,"Cardonal, Hidalgo",Cardonal,,FALSE,"CARDONAL, HIDALGO"
32,13,Hidalgo,61,Tulancingo,1,Tulancingo,16,Cuautepec de Hinojosa,"Cuautepec de Hinojosa, Hidalgo",Cuautepec de Hinojosa,,FALSE,"CUAUTEPEC DE HINOJOSA, HIDALGO"
33,13,Hidalgo,64,Huichapan,3,Huichapan,17,Chapantongo,"Chapantongo, Hidalgo",Chapantongo,,FALSE,"CHAPANTONGO, HIDALGO"
34,13,Hidalgo,64,Huichapan,1,Chapulhuacan,18,Chapulhuacan,"Chapulhuacan, Hidalgo",Chapulhuacan,,FALSE,"CHAPULHUACAN, HIDALGO"
35,13,Hidalgo,63,Mixquiahuala,3,Chilcuautla,19,Chilcuautla,"Chilcuautla, Hidalgo",Chilcuautla,,FALSE,"CHILCUAUTLA, HIDALGO"
36,13,Hidalgo,60,Zacualtipan,1,Molango,20,Eloxochitlan,"Eloxochitlan, Hidalgo",Eloxochitlan,,FALSE,"ELOXOCHITLAN, HIDALGO"
40,13,Hidalgo,62,Pachuca,2,Atotonilco,24,Huasca de Ocampo,"Huasca de Ocampo, Hidalgo",Huasca de Ocampo,,FALSE,"HUASCA DE OCAMPO, HIDALGO"
41,13,Hidalgo,59,Huejutla,2,Atlapexco,25,Huautla,"Huautla, Hidalgo",Huautla,,FALSE,"HUAUTLA, HIDALGO"
42,13,Hidalgo,59,Huejutla,1,Huejutla,26,Huazalingo,"Huazalingo, Hidalgo",Huazalingo,,FALSE,"HUAZALINGO, HIDALGO"
43,13,Hidalgo,61,Tulancingo,2,San Bartolo Tutotepec,27,Huehuetla,"Huehuetla, Hidalgo",Huehuetla,,FALSE,"HUEHUETLA, HIDALGO"
44,13,Hidalgo,59,Huejutla,1,Huejutla,28,Huejutla de Reyes,"Huejutla de Reyes, Hidalgo",Huejutla de Reyes,,FALSE,"HUEJUTLA DE REYES, HIDALGO"
45,13,Hidalgo,64,Huichapan,3,Huichapan,29,Huichapan,"Huichapan, Hidalgo",Huichapan,,FALSE,"HUICHAPAN, HIDALGO"
46,13,Hidalgo,63,Mixquiahuala,2,Ixmiquilpan,30,Ixmiquilpan,"Ixmiquilpan, Hidalgo",Ixmiquilpan,,FALSE,"IXMIQUILPAN, HIDALGO"
47,13,Hidalgo,64,Huichapan,1,Chapulhuacan,31,Jacala de Ledezma,"Jacala de Ledezma, Hidalgo",Jacala de Ledezma,,FALSE,"JACALA DE LEDEZMA, HIDALGO"
48,13,Hidalgo,59,Huejutla,3,Orizatlan,32,Jaltocan,"Jaltocan, Hidalgo",Jaltocan,,FALSE,"JALTOCAN, HIDALGO"
49,13,Hidalgo,60,Zacualtipan,1,Molango,33,Juarez Hidalgo,"Juarez Hidalgo, Hidalgo",Juarez Hidalgo,,FALSE,"JUAREZ HIDALGO, HIDALGO"
50,13,Hidalgo,60,Zacualtipan,3,Tlanchinol,34,Lolotla,"Lolotla, Hidalgo",Lolotla,,FALSE,"LOLOTLA, HIDALGO"
51,13,Hidalgo,61,Tulancingo,2,San Bartolo Tutotepec,35,Metepec,"Metepec, Hidalgo",Metepec,,FALSE,"METEPEC, HIDALGO"
52,13,Hidalgo,60,Zacualtipan,4,Zacualtipan,36,San Agustin Metzquititlan,"San Agustin Metzquititlan, Hidalgo",San Agustin Metzquititlan,,FALSE,"SAN AGUSTIN METZQUITITLAN, HIDALGO"
53,13,Hidalgo,60,Zacualtipan,2,Metztitlan,37,Metztitlan,"Metztitlan, Hidalgo",Metztitlan,,FALSE,"METZTITLAN, HIDALGO"
54,13,Hidalgo,62,Pachuca,2,Atotonilco,38,Mineral del Chico,"Mineral del Chico, Hidalgo",Mineral del Chico,,FALSE,"MINERAL DEL CHICO, HIDALGO"
56,13,Hidalgo,64,Huichapan,1,Chapulhuacan,40,La Mision,"La Mision, Hidalgo",La Mision,,FALSE,"LA MISION, HIDALGO"
58,13,Hidalgo,60,Zacualtipan,1,Molango,42,Molango de Escamilla,"Molango de Escamilla, Hidalgo",Molango de Escamilla,,FALSE,"MOLANGO DE ESCAMILLA, HIDALGO"
59,13,Hidalgo,64,Huichapan,2,Zimapan,43,Nicolas Flores,"Nicolas Flores, Hidalgo",Nicolas Flores,,FALSE,"NICOLAS FLORES, HIDALGO"
60,13,Hidalgo,64,Huichapan,3,Huichapan,44,Nopala de Villagran,"Nopala de Villagran, Hidalgo",Nopala de Villagran,,FALSE,"NOPALA DE VILLAGRAN, HIDALGO"
61,13,Hidalgo,62,Pachuca,2,Atotonilco,45,Omitlan de Juarez,"Omitlan de Juarez, Hidalgo",Omitlan de Juarez,,FALSE,"OMITLAN DE JUAREZ, HIDALGO"
62,13,Hidalgo,59,Huejutla,3,Orizatlan,46,San Felipe Orizatlan,"San Felipe Orizatlan, Hidalgo",San Felipe Orizatlan,,FALSE,"SAN FELIPE ORIZATLAN, HIDALGO"
63,13,Hidalgo,64,Huichapan,2,Zimapan,47,Pacula,"Pacula, Hidalgo",Pacula,,FALSE,"PACULA, HIDALGO"
65,13,Hidalgo,64,Huichapan,1,Chapulhuacan,49,Pisaflores,"Pisaflores, Hidalgo",Pisaflores,,FALSE,"PISAFLORES, HIDALGO"
66,13,Hidalgo,63,Mixquiahuala,5,Mixquiahuala,50,Progreso de Obregon,"Progreso de Obregon, Hidalgo",Progreso de Obregon,,FALSE,
69,13,Hidalgo,61,Tulancingo,2,San Bartolo Tutotepec,53,San Bartolo Tutotepec,"San Bartolo Tutotepec, Hidalgo",San Bartolo Tutotepec,,FALSE,"SAN BARTOLO TUTOTEPEC, HIDALGO"
70,13,Hidalgo,63,Mixquiahuala,4,Actopan,54,San Salvador,"San Salvador, Hidalgo",San Salvador,,FALSE,"SAN SALVADOR, HIDALGO"
71,13,Hidalgo,63,Mixquiahuala,4,Actopan,55,Santiago de Anaya,"Santiago de Anaya, Hidalgo",Santiago de Anaya,,FALSE,"SANTIAGO DE ANAYA, HIDALGO"
72,13,Hidalgo,61,Tulancingo,1,Tulancingo,56,Santiago Tulantepec de Lugo Guerrero,"Santiago Tulantepec de Lugo Guerrero, Hidalgo",Santiago Tulantepec de Lugo Guerrero,,FALSE,"SANTIAGO TULANTEPEC DE LUGO GUERRERO, HIDALGO"
74,13,Hidalgo,63,Mixquiahuala,2,Ixmiquilpan,58,Tasquillo,"Tasquillo, Hidalgo",Tasquillo,,FALSE,"TASQUILLO, HIDALGO"
75,13,Hidalgo,64,Huichapan,3,Huichapan,59,Tecozautla,"Tecozautla, Hidalgo",Tecozautla,,FALSE,"TECOZAUTLA, HIDALGO"
76,13,Hidalgo,61,Tulancingo,2,San Bartolo Tutotepec,60,Tenango de Doria,"Tenango de Doria, Hidalgo",Tenango de Doria,,FALSE,"TENANGO DE DORIA, HIDALGO"
78,13,Hidalgo,60,Zacualtipan,3,Tlanchinol,62,Tepehuacan de Guerrero,"Tepehuacan de Guerrero, Hidalgo",Tepehuacan de Guerrero,,FALSE,"TEPEHUACAN DE GUERRERO, HIDALGO"
84,13,Hidalgo,60,Zacualtipan,4,Zacualtipan,68,Tianguistengo,"Tianguistengo, Hidalgo",Tianguistengo,,FALSE,"TIANGUISTENGO, HIDALGO"
87,13,Hidalgo,60,Zacualtipan,1,Molango,71,Tlahuiltepa,"Tlahuiltepa, Hidalgo",Tlahuiltepa,,FALSE,"TLAHUILTEPA, HIDALGO"
89,13,Hidalgo,60,Zacualtipan,3,Tlanchinol,73,Tlanchinol,"Tlanchinol, Hidalgo",Tlanchinol,,FALSE,"TLANCHINOL, HIDALGO"
93,13,Hidalgo,61,Tulancingo,1,Tulancingo,77,Tulancingo de Bravo,"Tulancingo de Bravo, Hidalgo",Tulancingo de Bravo,,FALSE,"TULANCINGO DE BRAVO, HIDALGO"
94,13,Hidalgo,59,Huejutla,2,Atlapexco,78,Xochiatipan,"Xochiatipan, Hidalgo",Xochiatipan,,FALSE,"XOCHIATIPAN, HIDALGO"
95,13,Hidalgo,60,Zacualtipan,1,Molango,79,Xochicoatlan,"Xochicoatlan, Hidalgo",Xochicoatlan,,FALSE,"XOCHICOATLAN, HIDALGO"
96,13,Hidalgo,59,Huejutla,2,Atlapexco,80,Yahualica,"Yahualica, Hidalgo",Yahualica,,FALSE,"YAHUALICA, HIDALGO"
97,13,Hidalgo,60,Zacualtipan,4,Zacualtipan,81,Zacualtipan de angeles,"Zacualtipan de angeles, Hidalgo",Zacualtipan de angeles,,FALSE,"ZACUALTIPAN DE ANGELES, HIDALGO"
100,13,Hidalgo,64,Huichapan,2,Zimapan,84,Zimapan,"Zimapan, Hidalgo",Zimapan,,FALSE,"ZIMAPAN, HIDALGO"
104,15,Mexico,78,Coatepec Harinas,8,Almoloya de Alquisiras,4,Almoloya de Alquisiras,"Almoloya de Alquisiras, Mexico",Almoloya de Alquisiras,WEST TOLUCA,FALSE,"ALMOLOYA DE ALQUISIRAS, MEXICO"
107,15,Mexico,79,Valle de Bravo,5,Amanalco,7,Amanalco,"Amanalco, Mexico",Amanalco,Toluca,FALSE,"AMANALCO, MEXICO"
108,15,Mexico,76,Tejupilco,4,Amatepec,8,Amatepec,"Amatepec, Mexico",Amatepec,WEST TOLUCA,FALSE,"AMATEPEC, MEXICO"
132,15,Mexico,79,Valle de Bravo,6,Donato Guerra,32,Donato Guerra,"Donato Guerra, Mexico",Donato Guerra,WEST TOLUCA,FALSE,"DONATO GUERRA, MEXICO"
141,15,Mexico,79,Valle de Bravo,6,Donato Guerra,41,Ixtapan del Oro,"Ixtapan del Oro, Mexico",Ixtapan del Oro,WEST TOLUCA,FALSE,"IXTAPAN DEL ORO, MEXICO"
165,15,Mexico,79,Valle de Bravo,4,Otzoloapan,66,Otzoloapan,"Otzoloapan, Mexico",Otzoloapan,WEST TOLUCA,FALSE,"OTZOLOAPAN, MEXICO"
176,15,Mexico,76,Tejupilco,2,Temascaltepec,77,San Simon de Guerrero,"San Simon de Guerrero, Mexico",San Simon de Guerrero,WEST TOLUCA,FALSE,"SAN SIMON DE GUERRERO, MEXICO"
177,15,Mexico,79,Valle de Bravo,4,Otzoloapan,78,Santo Tomas,"Santo Tomas, Mexico",Santo Tomas,WEST TOLUCA,FALSE,"SANTO TOMAS, MEXICO"
179,15,Mexico,78,Coatepec Harinas,5,Sultepec,80,Sultepec,"Sultepec, Mexico",Sultepec,WEST TOLUCA,FALSE,"SULTEPEC, MEXICO"
181,15,Mexico,76,Tejupilco,3,Tejupilco,82,Tejupilco,"Tejupilco, Mexico",Tejupilco,WEST TOLUCA,FALSE,"TEJUPILCO, MEXICO"
185,15,Mexico,76,Tejupilco,2,Temascaltepec,86,Temascaltepec,"Temascaltepec, Mexico",Temascaltepec,WEST TOLUCA,FALSE,"TEMASCALTEPEC, MEXICO"
196,15,Mexico,78,Coatepec Harinas,1,Texcaltitlan,97,Texcaltitlan,"Texcaltitlan, Mexico",Texcaltitlan,WEST TOLUCA,FALSE,"TEXCALTITLAN, MEXICO"
204,15,Mexico,76,Tejupilco,6,Tlatlaya,105,Tlatlaya,"Tlatlaya, Mexico",Tlatlaya,WEST TOLUCA,FALSE,"TLATLAYA, MEXICO"
209,15,Mexico,79,Valle de Bravo,1,Valle de Bravo,110,Valle de Bravo,"Valle de Bravo, Mexico",Valle de Bravo,Toluca,FALSE,"VALLE DE BRAVO, MEXICO"
210,15,Mexico,79,Valle de Bravo,3,Villa de Allende,111,Villa de Allende,"Villa de Allende, Mexico",Villa de Allende,Toluca,FALSE,"VILLA DE ALLENDE, MEXICO"
215,15,Mexico,79,Valle de Bravo,4,Otzoloapan,116,Zacazonapan,"Zacazonapan, Mexico",Zacazonapan,WEST TOLUCA,FALSE,"ZACAZONAPAN, MEXICO"
216,15,Mexico,78,Coatepec Harinas,6,Zacualpan,117,Zacualpan,"Zacualpan, Mexico",Zacualpan,WEST TOLUCA,FALSE,"ZACUALPAN, MEXICO"
222,15,Mexico,76,Tejupilco,1,Luvianos,123,Luvianos,"Luvianos, Mexico",Luvianos,WEST TOLUCA,FALSE,
225,17,Morelos,94,Zacatepec-Galeana,1,Galeana,1,Amacuzac,"Amacuzac, Morelos",Amacuzac,,FALSE,"AMACUZAC, MORELOS"
227,17,Morelos,94,Zacatepec-Galeana,6,Cuautla,3,Axochiapan,"Axochiapan, Morelos",Axochiapan,,FALSE,"AXOCHIAPAN, MORELOS"
236,17,Morelos,94,Zacatepec-Galeana,1,Galeana,12,Jojutla,"Jojutla, Morelos",Jojutla,,FALSE,"JOJUTLA, MORELOS"
241,17,Morelos,94,Zacatepec-Galeana,1,Galeana,17,Puente de Ixtla,"Puente de Ixtla, Morelos",Puente de Ixtla,,FALSE,"PUENTE DE IXTLA, MORELOS"
243,17,Morelos,94,Zacatepec-Galeana,6,Cuautla,19,Tepalcingo,"Tepalcingo, Morelos",Tepalcingo,,FALSE,"TEPALCINGO, MORELOS"
249,17,Morelos,94,Zacatepec-Galeana,1,Galeana,25,Tlaquiltenango,"Tlaquiltenango, Morelos",Tlaquiltenango,,FALSE,"TLAQUILTENANGO, MORELOS"
255,17,Morelos,94,Zacatepec-Galeana,1,Galeana,31,Zacatepec,"Zacatepec, Morelos",Zacatepec de Hidalgo,,FALSE,"ZACATEPEC, MORELOS"
259,17,Morelos,94,Zacatepec-Galeana,1,Galeana,35,Xoxocotla,"Xoxocotla, Morelos",,,FALSE,
261,21,Puebla,113,Teziutlan,2,Tlatlauquitepec,2,Acateno,"Acateno, Puebla",Acateno,Teziutlan,FALSE,"ACATENO, PUEBLA"
262,21,Puebla,116,Izucar de Matamoros,4,Acatlan,3,Acatlan,"Acatlan, Puebla",Acatlan,Izucar de Matamoros,FALSE,"ACATLAN, PUEBLA"
265,21,Puebla,112,Zacatlan,1,Zacatlan,6,Ahuacatlan,"Ahuacatlan, Puebla",Ahuacatlan,Zacatlan,FALSE,"AHUACATLAN, PUEBLA"
266,21,Puebla,116,Izucar de Matamoros,1,Izucar de Matamoros,7,Ahuatlan,"Ahuatlan, Puebla",Ahuatlan,Izucar de Matamoros,FALSE,"AHUATLAN, PUEBLA"
267,21,Puebla,111,Huauchinango,1,Xicotepec de Juarez,8,Ahuazotepec,"Ahuazotepec, Puebla",Ahuazotepec,Huauchinango,FALSE,"AHUAZOTEPEC, PUEBLA"
268,21,Puebla,116,Izucar de Matamoros,3,Tehuitzingo,9,Ahuehuetitla,"Ahuehuetitla, Puebla",Ahuehuetitla,Izucar de Matamoros,FALSE,"AHUEHUETITLA, PUEBLA"
269,21,Puebla,118,Tehuacan,3,Sierra Negra,10,Ajalpan,"Ajalpan, Puebla",Ajalpan,Tehuacan,FALSE,"AJALPAN, PUEBLA"
270,21,Puebla,116,Izucar de Matamoros,3,Tehuitzingo,11,Albino Zertuche,"Albino Zertuche, Puebla",Albino Zertuche,Izucar de Matamoros,FALSE,"ALBINO ZERTUCHE, PUEBLA"
271,21,Puebla,114,Libres,3,Ciudad Serdan,12,Aljojuca,"Aljojuca, Puebla",Aljojuca,Libres,FALSE,"ALJOJUCA, PUEBLA"
272,21,Puebla,118,Tehuacan,2,La Canada Poblana,13,Altepexi,"Altepexi, Puebla",Altepexi,Tehuacan,FALSE,"ALTEPEXI, PUEBLA"
273,21,Puebla,112,Zacatlan,1,Zacatlan,14,Amixtlan,"Amixtlan, Puebla",Amixtlan,Zacatlan,FALSE,"AMIXTLAN, PUEBLA"
275,21,Puebla,112,Zacatlan,1,Zacatlan,16,Aquixtla,"Aquixtla, Puebla",Aquixtla,Zacatlan,FALSE,"AQUIXTLA, PUEBLA"
276,21,Puebla,113,Teziutlan,2,Tlatlauquitepec,17,Atempan,"Atempan, Puebla",Atempan,Teziutlan,FALSE,"ATEMPAN, PUEBLA"
